Genesis
[Genesis 3:16]	הֵֽרֹנֵ֔	הֵרוֹן	pregnancy	
[Jonah 3:2]	קְּרִיאָ֔ה	קְרִיאָה	proclamation, message	
[Jonah 4:8]	חֲרִישִׁ֔ית	חֲרִישִׁי	sharp, scorching	

Micah
[Micah 1:8]	שֵׁילַל	שֵׁילָל	stripped; barefoot	
[Micah 1:11]	עֶמְדָּתֽ	עֶמְדָּה	location	
[Micah 1:13]	רְתֹ֧ם	רתם	to bind, harness	
[Micah 2:3]	רוֹמָ֔ה	רוֹמָה	carrying one's head high	
[Micah 3:3]	פִּצֵּ֑חוּ	פצח 2	to smash up	
[Micah 4:7]	נַּהֲלָאָ֖ה	הלא	pt. coll. what is far removed	
[Micah 6:8]	הַצְנֵ֥עַ	צנע	to be humble, clear, pure, cautious, careful, reasonable, attentive, deliberate ?	
[Micah 6:14]	יֶשְׁחֲ	יֶ֫שַׁח	filth	
[Micah 6:15]	תִיר֖וֹשׁ	ירשׁ 2	to tread, press	
[Micah 7:3]	יְעַבְּתֽוּ	עבת 2	to twist together or to plot together	
[Micah 7:4]	מְּסוּכָ֑ה	מְסוּכָה	hedge of thorns	

Nahum
[Nahum 2:4]	מְתֻלָּעִ֔ים	תלע	(pt.) wrapped in scarlet, dressed in crimson	
[Nahum 2:4]	פְּלָד֥וֹת	פְּלָדָה	steel; (alt.) cloth, overlay, carpet	
[Nahum 2:4]	הָרְעָֽלוּ	רעל	to be shaken/agitated; to break through; (alt.) to march in file; (alt.) to be adorned (with veils)	
[Nahum 2:6]	סֹּכֵֽךְ	סֹכֵךְ	mantlet	
[Nahum 2:8]	מְנַֽהֲגוֹת֙	נהג 2	to sob	
[Nahum 2:11]	בּוּקָ֥ה	בּוּקָה	desolation, emptiness	
[Nahum 2:11]	מְבוּקָ֖ה	מְבוּקָה	wasteland, devastation	
[Nahum 2:11]	מְבֻלָּקָ֑ה	מְבֻלָּקָה	devastation	
[Nahum 2:11]	פִ֣ק	פִּק	tottering	
[Nahum 2:13]	לִבְאֹתָ֑י	לִבְאָה	lioness	
[Nahum 3:2]	דֹּהֵ֔ר	דהר	to dash	
[Nahum 3:17]	מִנְּזָרַ֙י	מִנְּזָר	courtier	
[Nahum 3:17]	ג֣וֹב	גּוֹב 2	(dittography, trad.) locusts	
[Nahum 3:19]	כֵּהָ֣ה	כֵּהָה	relief; assuagement	

Habakkuk
[Habakkuk 1:4]	מְעֻקָּֽל	עקל	(pt.) crazy, confused	
[Habakkuk 1:9]	מְגַמַּ֥ת	מְגַמָּה	totality	
[Habakkuk 1:10]	מִשְׂחָ֣ק	מִשְׂחָק	laughter	
[Habakkuk 2:5]	יִנְוֶ֑ה	נוה 1	to reach an objective, achieve a result	
[Habakkuk 2:6]	עַבְטִֽיט	עַבְטִיט	debt, deposit	
[Habakkuk 2:11]	כָפִ֖יס	כָּפִיס	rafter	
[Habakkuk 2:15]	מְעוֹרֵי	מָעוֹר	genitalia	
[Habakkuk 2:16]	קִיקָל֖וֹן	קִיקָלוֹן	dung, excrement; dung heap	
[Habakkuk 3:4]	חֶבְי֥וֹן	חִבָּיוֹן	cover, veil	
[Habakkuk 3:6]	יְמֹ֣דֶד	מוד	to cause to move, shudder	
[Habakkuk 3:10]	ר֖וֹם	רוֹם	height	
[Habakkuk 3:14]	עֲלִ֣יצֻת	עֲלִיצוּת	arrogance; gullet	
[Habakkuk 3:15]	חֹ֖מֶר	חֹ֫מֶר 1	foaming	
[Habakkuk 3:16]	אָנ֙וּחַ֙	נוח 2	to sigh	
[Habakkuk 3:17]	רְפָתִֽים	רֶ֫פֶת	a stall	

Zephaniah
[Zephaniah 1:11]	נְטִ֥ילֵי	נָטִיל	weighing out	
[Zephaniah 2:6]	כְּרֹ֥ת	כְּרֹת	pasture, meadow	
[Zephaniah 2:9]	מִמְשַׁ֥ק	מִמְשָׁק	ground (overgrown with weeds)	
[Zephaniah 2:9]	מִכְרֵה	מִכְרֶה	mine	
[Zephaniah 2:14]	אַרְזָ֖ה	אַרְזָה	wainscot of the erez (trad. cedar) wood	
[Zephaniah 3:1]	מֹרְאָ֖ה	מרא 1	(pt.) recalcitrant, rebellious	
[Zephaniah 3:4]	בֹּֽגְד֑וֹת	בֹּגְדּוֹת	treachery	
[Zephaniah 3:6]	נִצְדּ֧וּ	צדה 2	to be laid waste	
[Zephaniah 3:10]	עֲתָרַ	עָתָר 1	worship; worshipers	

Haggai
[Haggai 1:13]	מַלְאֲכ֥וּת	מַלְאָכוּת	commissioned message	
[Haggai 2:19]	מְּגוּרָ֔ה	מְגוּרָה	grain pit, storage room	

Zechariah
[Zechariah 1:4]	וּמַעֲלִילֵיכֶם	מַעֲלִיל	deeds	
[Zechariah 2:12]	בָבַ֥ת	בָּבָה	eyeball	
[Zechariah 4:7]	רֹאשָׁ֔ה	רֹאשָׁה	top	
[Zechariah 4:12]	צַנְתְּר֣וֹת	צַנְתְּרוֹת	reeds	
[Zechariah 9:8]	מִצָּבָה֙	מִצָּבָה	guard, watch	
[Zechariah 9:12]	בִצָּר֔וֹן	בִּצָּרוֹן	fortified place, castle	
[Zechariah 11:14]	אַחֲוָ֔ה	אַחֲוָה 1	brotherhood	
[Zechariah 11:15]	אֱוִלִֽי	אֱוִלִי	foolish	
[Zechariah 11:16]	נִּצָּבָה֙	נצב 2	(pt.) those who are miserable, exhausted	
[Zechariah 12:2]	רַ֛עַל	רַ֫עַל	reeling	
[Zechariah 12:3]	מַֽעֲמָסָה֙	מַעֲמָסָה	weight	
[Zechariah 12:5]	אַמְצָ֥ה	אַמְצָה	strength	
[Zechariah 14:10]	רָאֲמָה֩	ראם	to tower	
[Zechariah 14:20]	מְצִלּ֣וֹת	מְצִלָּה	little bell	

Malachi
[Malachi 1:11]	מֻקְטָ֥ר	מֻקְטָר	frankincense	
[Malachi 1:13]	מַתְּלָאָ֜ה	מַתְּלָאָה	what hardship!	
[Malachi 2:12]	עֵ֣ר	עֵר 1	protector	
[Malachi 2:14]	חֲבֶרְתּ	חֲבֶ֫רֶת	marriage companion	
[Malachi 3:14]	קְדֹ֣רַנִּ֔ית	קְדֹרַנִּית	with a long face; as a mourner	
[Malachi 3:21]	עַסּוֹתֶ֣ם	עסס	to crush underfoot	

Psalms
[Psalm 2:1]	רָגְשׁ֣וּ	רגשׁ	to be restless	
[Psalm 5:1]	נְּחִיל֗וֹת	נְחִילוֹת	technical musical term: "played on the flute" or "against sickness disease"	
[Psalm 5:3]	שַׁוְעִ֗	שֶׁוַע	cry for help	
[Psalm 5:4]	בֹּ֥קֶר	בֹּ֫קֶר 1	sacrifice by the haruspex	
[Psalm 6:3]	אֻמְלַ֫ל	אֻמְלַל	frail	
[Psalm 8:8]	צֹנֶ֣ה	צֹנֶה	flocks	
[Psalm 9:1]	עַלְמ֥וּת	עַלְמוּת	soprano? (uncertain musical term); (alt.) "to Muth"	
[Psalm 9:21]	מוֹרָ֗ה	מוֹרָה 2	fear	
[Psalm 12:2]	פַ֥סּוּ	פסס	to disappear	
[Psalm 12:7]	עֲלִ֣יל	עֲלִיל	smelting-kiln: crucible	
[Psalm 12:9]	זֻ֝לּ֗וּת	זֻלּוּת	vileness	
[Psalm 16:6]	שָֽׁפְרָ֥ה	שׁפר	to clean; to please	
[Psalm 17:12]	דִּמְיֹנ֗	דִּמְיוֹן	similarity	
[Psalm 17:14]	וּצְפִינְךָ	צָפִין	treasure	
[Psalm 18:2]	חִזְקִֽ	חֵ֫זֶק	strength	
[Psalm 18:46]	יַחְרְג֗וּ	חרג	to come out trembling	
[Psalm 19:13]	שְׁגִיא֥וֹת	שְׁגִיאָה	oversight, transgression	
[Psalm 21:3]	אֲרֶ֥שֶׁת	אֲרֶ֫שֶׁת	desire	
[Psalm 22:10]	גֹחִ֣	גחה	to pull out	
[Psalm 22:16]	מַלְקוֹחָ֑	מַלְקוֹחַ֫יִם	gums	
[Psalm 22:20]	אֱ֝יָלוּת	אֱיָלוּת	strength	
[Psalm 22:25]	עֱנ֬וּת	עֱנוּת	suffering, need; (alt.) singing	
[Psalm 27:12]	יפֵ֥חַ	יָפֵחַ	witness	
[Psalm 29:7]	חֹצֵ֗ב	חצב 2	to rake (fire)	
[Psalm 29:9]	יֶּחֱשֹׂ֪ף	חשׂף 2	to cause a premature birth	
[Psalm 30:7]	שַׁלְוִ֑	שָׁ֫לוּ	quietness, ease	
[Psalm 31:21]	רֻכְסֵ֫י	רֹ֫כֶס	mob; slander; conspiracy, intrigues, revolutions	
[Psalm 31:23]	נִגְרַזְתִּי֮	גרז	to be cut off	
[Psalm 32:4]	חַרְבֹ֖נֵי	חֲרָבוֹן	dry heat	
[Psalm 32:7]	רָנֵּ֥י	רֹן	cry; song	
[Psalm 32:9]	בְל֑וֹם	בלם	to curb, restrain	
[Psalm 35:3]	סְגֹר	סְגֹר	sagaris: the double axe of the Scythians; alt. socket or handle of a lance	
[Psalm 35:16]	לַעֲגֵ֣י	לָעֵג	mocking, stammering; (pl. subst.) mockers; stammering	
[Psalm 35:17]	שֹּׁאֵי	שׁוֹא	ravage; (alt.) roaring	
[Psalm 35:20]	רִגְעֵי	רָגֵעַ	living quietly, quiet	
[Psalm 39:2]	מַחְס֑וֹם	מַחְסוֹם	lip covering, muzzle	
[Psalm 39:6]	טְפָח֨וֹת	טַפְחָה 1	handbreadth, span	
[Psalm 39:11]	תִּגְרַ֥ת	תִּגְרָה	blows, hostility, attack, strife	
[Psalm 40:3]	שָׁאוֹן֮	שָׁאוֹן 1	wasteland; destruction	
[Psalm 40:5]	שָׂטֵ֥י	שׂוט	to swerve, fall away	
[Psalm 42:5]	סָּךְ֮	סָךְ	throng; (alt.) tent, hut refuge, thicket	
[Psalm 44:15]	מְנֽוֹד	מָנוֹד	shaking the head	
[Psalm 45:1]	יְדִידֹֽת	יְדִידוֹת	love	
[Psalm 45:2]	רָ֘חַ֤שׁ	רחשׁ	to be moved, aroused	
[Psalm 45:5]	עַנְוָה	עַנְוָה	humility? occupation, care?	
[Psalm 45:9]	קְ֭צִיעוֹת	קְצִיעָה 1	cassia, cinnamon flowers	
[Psalm 48:3]	נוֹף֮	נוֹף	height	
[Psalm 48:14]	פַּסְּג֥וּ	פסג	(uncertain) to consider; to examine; to go through; to destroy	
[Psalm 49:4]	הָג֖וּת	הָגוּת	meditation	
[Psalm 50:2]	מִכְלַל	מִכְלָל	perfection	
[Psalm 50:20]	דֹּֽפִי	דֳּפִי	blemish, fault	
[Psalm 52:6]	בָ֗לַע	בֶּ֫לַע 3	confusion	
[Psalm 55:4]	עָקַ֣ת	עָקָה	screech; pressure	
[Psalm 55:9]	מִפְלָ֣ט	מִפְלָט	place of refuge	
[Psalm 55:9]	סֹעָ֣ה	סעה	to sweep away, winnow	
[Psalm 55:15]	רָֽגֶשׁ	רֶ֫גֶשׁ	unrest	
[Psalm 55:16]	יְשִׁימוֹת	יְשִׁימָה	devastation	
[Psalm 55:16]	מְגוּרָ֣	מָגוֹר 3	grain pit, storage room; (metaph.) heart, mind	
[Psalm 55:22]	מַחְמָאֹ֣ת	מַחְמָאֹת	milk product; curds, yogurt, butter	
[Psalm 55:22]	פְתִחֽוֹת	פְּתִיחָה	drawn sword, dagger	
[Psalm 55:23]	יְהָבְ	יְהָב	burden	
[Psalm 56:9]	נֹדִ	נֹד	changeable circumstances of life, misery	
[Psalm 56:9]	סִפְרָת	סִפְרָה	book; expertise in literary records	
[Psalm 57:4]	חֵרֵ֣ף	חרף 3	to confuse, to disillusion	
[Psalm 57:5]	לְבָאִם֮	לֶ֫בֶא	lion	
[Psalm 57:5]	לֹ֫הֲטִ֥ים	להט 2	to devour	
[Psalm 58:7]	מַלְתְּע֥וֹת	מַלְתָּעוֹת	jaw-bone	
[Psalm 58:9]	שַׁ֭בְּלוּל	שַׁבְּלוּל	snail	
[Psalm 58:9]	תֶּ֣מֶס	תֶּ֫מֶס	outflow, melting away; ooze, slime	
[Psalm 60:4]	פְּצַמְתּ	פצם	to crack, split	
[Psalm 60:6]	קֹ֣שֶׁט	קֹ֫שֶׁט	archery	
[Psalm 62:4]	תְּהֽוֹתְת֣וּ	הות	to attack	
[Psalm 63:2]	כָּמַ֣הּ	כמהּ	to yearn for	
[Psalm 64:3]	רִגְשַׁ֗ת	רִגְשָׁה	unrest, agitation	
[Psalm 64:7]	חֵ֣פֶשׂ	חֵ֫פֶשׂ	disguise	
[Psalm 66:11]	מוּעָקָ֣ה	מוּעָקָה	affliction	
[Psalm 68:5]	עֲרָבוֹת	עֲרָבָה 2	cloud	
[Psalm 68:7]	כּוֹשָׁר֑וֹת	כּוֹשָׁרָה	prosperity, happiness	
[Psalm 68:7]	צְחִיחָֽה	צְחִיחָה	bare, burned lands	
[Psalm 68:15]	תַּשְׁלֵ֥ג	שׁלג	to snow, be snowing	
[Psalm 68:17]	תְּֽרַצְּדוּן֮	רצד	to observe, watch from cover	
[Psalm 68:18]	שִׁנְאָ֑ן	שִׁנְאָן	reduplication (thousands); (alt.) troops, warriors, archers	
[Psalm 68:21]	מוֹשָׁ֫ע֥וֹת	מוֹשָׁעָה	salvation, acts of deliverance	
[Psalm 68:28]	רִגְמָת	רִגְמָה	heap; crowd	
[Psalm 68:31]	רַצֵּי	רַץ	silver piece	
[Psalm 68:32]	חַ֭שְׁמַנִּים	חַשְׁמַן	caustic soda as a dye; bronze; (pl.) bronze articles or red cloths	
[Psalm 68:36]	תַעֲצֻמ֥וֹת	תַּעֲצֻמוֹת	fullness of strength, might	
[Psalm 69:3]	מָעֳמָ֑ד	מָעֳמָד	firm ground	
[Psalm 69:4]	נִחַ֪ר	חרר 2	to be hoarse	
[Psalm 69:16]	תֶּאְטַר	אטר	to close	
[Psalm 69:21]	אָ֫נ֥וּשָׁה	נושׁ	to be sick	
[Psalm 69:22]	בָרוּתִ֣	בָּרוּת	food	
[Psalm 71:4]	חוֹמֵֽץ	חמץ 2	to oppress	
[Psalm 71:6]	גוֹזִ֑	גזה	to cut off	
[Psalm 71:15]	סְפֹרֽוֹת	סְפֹרוֹת	art of writing	
[Psalm 72:6]	זַרְזִ֥יף	זַרְזִיף	drop of water	
[Psalm 72:16]	פִסַּת	פִּסָּה	amount, portion, share; wealth, excess, enough, increase	
[Psalm 72:16]	יִרְעַ֣שׁ	רעשׁ 2	to be abundant, plentiful	
[Psalm 73:4]	אוּלָֽ	אוּל	body, belly	
[Psalm 73:8]	יָמִ֤יקוּ	מוק	to mock	
[Psalm 73:18]	מַשּׁוּאֽוֹת	מַשּׁוּאָה	deception	
[Psalm 73:27]	רְחֵקֶ֣י	רָחֵק	who hold themselves aloof; those departing	
[Psalm 74:3]	מַשֻּׁא֣וֹת	מַשֻּׁאוֹת	ruins	
[Psalm 74:6]	כַשִּׁ֥יל	כַּשִּׁיל	axe	
[Psalm 74:6]	כֵֽילַפֹּ֗ת	כֵּילָף	crowbar	
[Psalm 75:9]	מֶסֶךְ֮	מֶ֫סֶךְ	spiced drink	
[Psalm 76:13]	יִ֭בְצֹר	בצר 2	to reduce, to humble	
[Psalm 77:5]	שְׁמֻר֣וֹת	שְׁמֻרָה	eyelid	
[Psalm 77:10]	חַנּ֣וֹת	חנה 2	to be/make gracious	
[Psalm 77:18]	זֹ֤רְמוּ	זרם 2	to unload (clouds, water) accompanied by thunder	
[Psalm 78:41]	הִתְוֽוּ	תוה 2	to distress, hurt	
[Psalm 78:47]	חֲנָמַֽל	חֲנָמַ֑ל	devastating flood	
[Psalm 78:65]	מִתְרוֹנֵ֥ן	רון	(pt.) overcome	
[Psalm 80:14]	יְכַרְסְמֶ֣	כרסם	to eat away	
[Psalm 80:16]	כַנָּה	כַּנָּה	clipping, shoot; support, stand, base	
[Psalm 84:11]	הִ֭סְתּוֹפֵף	ספף	to lie on the threshold like a beggar	
[Psalm 84:11]	דּ֗וּר	דור 2	to dwell, to live	
[Psalm 86:5]	סַלָּ֑ח	סַלָּח	ready to forgive	
[Psalm 87:1]	יְ֝סוּדָת֗	יְסוּדָה	foundation	
[Psalm 88:5]	אֱיָֽל	אֱיָל	strength	
[Psalm 88:13]	נְשִׁיָּֽה	נְשִׁיָּה	forgetting	
[Psalm 88:16]	אָפֽוּנָה	פון	to be helpless	
[Psalm 89:9]	חֲסִ֥ין	חֲסִין	strong	
[Psalm 89:45]	טְּהָר֑	טְהָר	clearness, luster	
[Psalm 90:1]	מָע֣וֹן	מָעוֹן 1	help, assistance	
[Psalm 90:5]	זְ֭רַמְתּ	זרם 1	to check, to make an end of life	
[Psalm 90:10]	רָהְבָּ	רֹ֫הַב	pride	
[Psalm 90:10]	חִ֝֗ישׁ	חִישׁ	haste; (adv.) quickly	
[Psalm 91:4]	סֹחֵרָ֣ה	סֹחֵרָה	wall; (trad.) buckler	
[Psalm 91:8]	שִׁלֻּמַ֖ת	שִׁלֻּמָה	retaliation	
[Psalm 93:3]	דָּכְיָֽ	דֳּכִי	dashing (of waves)	
[Psalm 94:21]	יָ֭גוֹדּוּ	גדד 2	to band together	
[Psalm 95:4]	מֶחְקְרֵי	מֶחְקָר	investigation	
[Psalm 99:1]	תָּנ֥וּט	נוט	to tremble	
[Psalm 101:3]	סֵטִ֥ים	סֵט	deviation, transgression	
[Psalm 102:18]	עַרְעָ֑ר	עַרְעָר 1	bare, naked; penitent naked except for sackcloth	
[Psalm 103:14]	זָ֝כ֗וּר	זָכוּר	remembering	
[Psalm 104:3]	רְכוּב֑	רְכוּב	chariot, vehicle	
[Psalm 104:12]	עֳ֝פָאיִ֗ם	עֳפִי	thick foliage	
[Psalm 104:15]	הַצְהִ֣יל	צהל 2	to gleam, make the face light up	
[Psalm 107:30]	מְח֥וֹז	מָחוֹז	harbor	
[Psalm 109:19]	מֵ֗זַח	מֵ֫זַח 2	waistband	
[Psalm 110:3]	מִשְׁחָ֑ר	מִשְׁחָר	dawn	
[Psalm 114:1]	לֹעֵֽז	לעז	to speak an incomprehensible language, speak a foreign language	
[Psalm 116:12]	תַּגְמוּל֥וֹ	תַּגְמוּל	benefit	
[Psalm 119:20]	תַאֲבָ֑ה	תַּאֲבָה	longing, yearning	
[Psalm 119:28]	דָּלְפָ֣ה	דלף 2	to be sleepless; (alt.) to weep	
[Psalm 119:70]	טָפַ֣שׁ	טפשׁ	to be unfeeling, insensitive	
[Psalm 119:96]	תִּ֭כְלָה	תִּכְלָה	completeness, perfection	
[Psalm 119:103]	נִּמְלְצ֣וּ	מלץ	to glide, to slip	
[Psalm 119:113]	סֵעֲפִ֥ים	סֵעֵף	divided, disunited, futile	
[Psalm 119:130]	פֵּ֖תַח	פֵּ֫תַח	declaration; disclosure, statement	
[Psalm 119:131]	יָאָֽבְתִּי	יאב	to long for	
[Psalm 120:5]	אֽוֹיָה	אוֹיָה	woe!	
[Psalm 123:4]	גְאֵ֥יוֹנִֽים	גַּאֲיוֹן	arrogant	
[Psalm 124:5]	זֵּֽידוֹנִֽים	זֵידוֹן	disturbed, raging	
[Psalm 126:1]	שִׁיבַ֣ת	שִׁיבָה 1	restoration	
[Psalm 127:2]	שֵׁנָֽא	שֵׁנָא	sleep; (alt.) of a high rank	
[Psalm 128:3]	שְׁתִלֵ֣י	שָׁתִיל	offshoot, root sucker	
[Psalm 137:3]	תוֹלָלֵ֣י	תּוֹלָל	mocker; (alt.) plunderer	
[Psalm 139:3]	זֵרִ֑יתָ	זרה 2	to measure up	
[Psalm 139:8]	אֶסַּ֣ק	סלק	to ascend	
[Psalm 139:15]	עָצְמִ֗	עֹ֫צֶם 2	bones	
[Psalm 139:16]	גָּלְמִ֤	גֹּ֫לֶם	formless	
[Psalm 139:21]	תְקוֹמְמֶ֗י	תְּקוֹמֵם	opponent, adversary; rebel	
[Psalm 140:4]	עַכְשׁ֑וּב	עַכְשׁוּב	poisonous snake: horned viper or adder	
[Psalm 140:9]	מַאֲוַיֵּ֣י	מַאֲוַיִּים	desires	
[Psalm 140:9]	זְמָמ֥	זָמָם	plan, device	
[Psalm 140:11]	מַהֲמֹר֗וֹת	מַהֲמֹר	bottomless pit	
[Psalm 140:12]	מַדְחֵפֹֽת	מַדְחֵפָה	blow	
[Psalm 141:3]	שָׁמְרָ֣ה	שָׁמְרָה	guard, watch	
[Psalm 141:3]	דַּ֥ל	דַּל 1	door	
[Psalm 141:4]	מַנְעַמֵּי	מַנְעַמִּים	delicacies	
[Psalm 144:6]	בְּר֣וֹק	ברק	to flash	
[Psalm 144:12]	נְטִעִים֮	נָטִיעַ	growing plant	
[Psalm 144:13]	מְזָוֵ֣י	מָ֫זוּ	granary	
[Psalm 144:13]	מַ֭אֲלִיפוֹת	אלף 2	to produce by the thousand	
[Psalm 144:14]	יוֹצֵ֑את	יוֹצֵאת	abortion	
[Psalm 146:4]	עֶשְׁתֹּנֹתָֽי	עֶשְׁתּוֹן	plan	
[Psalm 150:3]	תֵ֣קַע	תֵּ֫קַע	a horn-blast	
[Psalm 150:5]	שָׁ֑מַע	שֶׁ֫מַע 1	sound, melody	

Job
[Job 2:8]	הִתְגָּרֵ֖ד	גרד	to scrape oneself	
[Job 3:4]	נְהָרָֽה	נְהָרָה	light, bright gleam	
[Job 3:5]	עֲנָנָ֑ה	עֲנָנָה	raincloud	
[Job 3:5]	כִּֽמְרִ֥ירֵי	כַּמְרִיר	darkening	
[Job 3:17]	יְגִ֣יעֵי	יָגִיעַ	exhausted; concerned	
[Job 4:10]	נִתָּֽעוּ	נתע	to be broken out	
[Job 4:18]	תָּהֳלָֽה	תָּֽהֳלָ֑ה	error; craziness	
[Job 6:2]	וְהַיָּתִי	הַיָּה	destruction; threat	
[Job 6:6]	חַלָּמֽוּת	חַלָּמוּת	alkanet; "ox-tongue" (a shrub)	
[Job 6:9]	יַתֵּ֥ר	נתר 1	to loose, to strip off, remove	
[Job 6:10]	אֲסַלְּדָ֣ה	סלד	to jump	
[Job 6:10]	חִילָה	חִילָה	labor pains; (metaph.) pain	
[Job 6:12]	נָחֽוּשׁ	נָחוּשׁ	bronze	
[Job 6:14]	מָּ֣ס	מָס	discouraged; despairing	
[Job 6:17]	יְזֹרְב֣וּ	זרב	to dry up	
[Job 6:21]	חֲ֝תַ֗ת	חֲתַת 1	terrors	
[Job 7:4]	נְדֻדִ֣ים	נְדֻדִים	restlessness	
[Job 7:5]	וְגִישׁ	גִּישׁ	crust	
[Job 7:15]	מַחֲנָ֣ק	מַחֲנָק	suffocation	
[Job 7:20]	מִפְגָּ֣ע	מִפְגָּע	target	
[Job 8:16]	רָטֹ֣ב	רָטֹב	moist, juicy, fresh, in sap	
[Job 8:19]	מְשׂ֣וֹשׂ	מָשׂוֹשׂ 2	what is rotten	
[Job 9:6]	יִתְפַלָּצֽוּן	פלץ	to shudder	
[Job 9:9]	עָ֭שׁ	עָשׁ 3	constellation of Leo	
[Job 9:12]	יַ֭חְתֹּף	חתף	to snatch away	
[Job 9:18]	מַמְּרֹרִֽים	מַמְּרֹרִים	bitterness	
[Job 9:23]	מַסַּ֖ת	מַסָּה 2	despair	
[Job 9:26]	אֵבֶ֑ה	אֵבֶ֫ה	reed, papyrus	
[Job 9:26]	יָט֥וּשׂ	טושׂ	to flutter	
[Job 10:10]	גְּבִנָּ֗ה	גְּבִינָה	cheese	
[Job 10:22]	סְדָרִ֗ים	סֵ֫דֶר	regulation, order	
[Job 11:17]	תָּ֝עֻ֗פָה	עוף 2	to set	
[Job 11:20]	מַֽפַּח	מַפָּח	expiring, heartache	
[Job 12:5]	עַשְׁתּ֣וּת	עַשְׁתּוּת	opinion	
[Job 12:5]	נָ֝כ֗וֹן	נָכוֹן	thrust, kick; (alt.) ready	
[Job 12:6]	בַטֻּחוֹת	בַּטֻּחָה	inhabited basin-shaped valley (trad. security, safety)	
[Job 12:21]	מְזִ֖יחַ	מָזִיחַ	belt, waistband	
[Job 12:21]	אֲפִיקִ֣ים	אָפִיק 2	strong	
[Job 13:12]	גַּבֵּי	גַּב 2	answer, reply	
[Job 13:17]	אַֽחֲוָת	אַחֲוָה 2	exposition	
[Job 14:10]	יֶּחֱלָ֑שׁ	חלשׁ 1	to be weakened, to dwindle away	
[Job 14:19]	סְפִיחֶ֥י	סָפִיחַ 2	downpour	
[Job 15:12]	יִּרְזְמ֥וּן	רזם	to wink	
[Job 15:24]	כִּידֽוֹר	כִּידוֹר	onslaught, battle	
[Job 15:27]	פִּימָ֣ה	פִּימָה	fat	
[Job 15:29]	מִנְלָֽ	מִנְלֶה	property; gain, acquisition	
[Job 15:32]	רַעֲנָֽנָה	רען	to be leafy, luxuriant	
[Job 16:4]	אַחְבִּ֣ירָה	חבר 1	to be brilliant (in words), noisy; to join together, heap up	
[Job 16:5]	נִ֖יד	נִיד	shaking of the head, in a gesture of sympathy	
[Job 16:11]	יִרְטֵֽ	רטה	to cast	
[Job 16:13]	מְרֵרָֽת	מְרֵרָה	gall-bladder	
[Job 16:15]	גִלְדִּ֑	גֵּ֫לֶד	skin	
[Job 16:15]	עֹלַ֖לְתִּי	עלל 2	to insert	
[Job 16:19]	שָׂהֲדִ֗	שָׂהֵד	witness	
[Job 17:1]	נִזְעָ֗כוּ	זעך	to be extinguished	
[Job 17:2]	הֲ֭תֻלִים	הֲתֻלִים	mockery	
[Job 17:6]	תֹ֖פֶת	תֹּ֫פֶת 1	spittle, expectoration	
[Job 17:7]	יצֻרַ֖	יְצֻרִים	members or inner organs	
[Job 17:9]	אֹֽמֶץ	אֹ֫מֶץ	strength	
[Job 17:11]	מ֖וֹרָשֵׁ֣י	מוֹרָשׁ 2	wish	
[Job 18:2]	קִנְצֵ֣י	קֶ֫נֶץ	snare, net	
[Job 18:3]	נִ֝טְמִ֗ינוּ	טמה	(trad.) to be regarded as unclean; tendentious?	
[Job 18:5]	שְׁבִ֣יב	שָׁבִיב	spark	
[Job 18:10]	מַלְכֻּדְתּ֗	מַלְכֹּ֫דֶת	trap, snare	
[Job 19:3]	תַּהְכְּרוּ	הכר	to harass; to astonish?	
[Job 19:4]	מְשׁוּגָת	מְשׁוּגָה	inadvertent sin	
[Job 19:17]	זָ֣רָה	זור 3	to stink, to be loathsome	
[Job 19:17]	חַנֹּתִ֗י	חנן 2	to be fetid, loathsome	
[Job 19:20]	אֶתְמַלְּטָ֗ה	מלט 2	to be bald	
[Job 20:6]	שִׂיא֑	שִׂיא	majesty, excellency; pride, arrogance; form, height, stature	
[Job 20:18]	יָ֭גָע	יָגָע	product of labor	
[Job 20:22]	שִׂ֭פְק	שֵׂ֫פֶק	surfeit, excess	
[Job 20:25]	גֵּ֫וָ֥ה	גֵּוָה 2	back	
[Job 20:28]	נִ֝גָּר֗וֹת	נִגֶּ֫רֶת	torrent; cascading stream, gushing water	
[Job 21:20]	כִּיד֑	כִּיד	misfortune, destruction	
[Job 21:23]	שַׁלְאֲנַ֥ן	שַׁלְאֲנַן	undisturbed; carefree	
[Job 21:24]	עֲ֭טִינָי	עֲטִין	(uncertain) olive; vat for storing olives; olive heap; entrails; breasts; trough	
[Job 21:24]	מֹ֖חַ	מֹחַ	bone-marrow	
[Job 21:27]	תַּחְמֹֽסוּ	חמס 2	to devise	
[Job 21:32]	גָּדִ֥ישׁ	גָּדִישׁ 2	tomb	
[Job 22:20]	קִימָ֑	קִים	continued existence, riches; adversary; rebellion, opposition	
[Job 22:29]	שַׁ֖ח	שַׁח	bowed, stooped	
[Job 22:30]	אִֽי	אִי 3	not; where?	
[Job 24:6]	יְלַקֵּֽשׁוּ	לקשׁ 2	to grab	
[Job 24:8]	יִרְטָ֑בוּ	רטב	to be/become wet	
[Job 24:11]	שׁוּרֹת	שׁוּרָה	supporting wall (for terraces)	
[Job 24:11]	יַצְהִ֑ירוּ	צהר	to press oil; (alt.) to spend the afternoon	
[Job 25:5]	יַאֲהִ֑יל	אהל 2	to be bright, clear; to shine	
